user_id,subscription_type,user_journey
464977,Annual,Coupon-Homepage-Log in-Coupon
465040,Annual,Log in-Homepage-Sign up-Coupon
465074,Monthly,Checkout
465077,Annual,Coupon
465094,Annual,Coupon-Checkout-Coupon
465102,Annual,Log in-Other-Log in-Coupon
465104,Quarterly,Log in-Checkout
465169,Annual,Coupon
465191,Monthly,Pricing-Courses-Pricing-Sign up-Pricing-Checkout
465234,Annual,Coupon
465283,Monthly,Log in-Checkout
465285,Annual,Homepage-Career tracks-Homepage-Log in-Checkout
465312,Annual,Homepage-Sign up-Homepage-Log in-Checkout
465335,Monthly,Homepage-Pricing-Courses-Career track certificate-Career tracks-Homepage-Sign up-Checkout
465337,Annual,Coupon-Homepage-Sign up-Checkout
465355,Annual,Coupon
465382,Annual,Homepage-Career tracks-Homepage-Career tracks-Courses-Sign up-Homepage-Career tracks-Sign up-Log in-Coupon
465421,Annual,Checkout-Homepage-Instructors-Other-Resources center-Homepage-Career track certificate-Course certificate-Career track certificate-Coupon
465461,Annual,Coupon-Log in-Checkout
465499,Annual,Homepage-Pricing-Sign up-Homepage-Log in-Checkout
465517,Annual,Log in-Checkout
465520,Annual,Other-Log in-Coupon
465530,Monthly,Other-Courses-Sign up-Checkout
465532,Annual,Homepage-Sign up-Homepage-Sign up-Checkout
465554,Monthly,Checkout
465581,Monthly,Other-Resources center-Career tracks-Courses-Sign up-Homepage-Sign up-Checkout
465609,Monthly,Homepage-Career track certificate-Pricing-Homepage-Career tracks-Courses-Homepage-Pricing-Checkout
465628,Annual,Homepage-Log in-Other-Log in-Checkout
465641,Annual,Coupon-Log in-Coupon
465663,Annual,Courses-Career track certificate-Courses-Career tracks-Courses-Career tracks-Courses-Homepage-Career tracks-Coupon
465719,Annual,Homepage-Career tracks-Homepage-Career tracks-Other-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Sign up-Checkout
465730,Annual,Checkout
465740,Annual,Log in-Checkout
465748,Annual,Log in-Checkout
465756,Annual,Checkout
465781,Annual,Log in-Homepage-Pricing-Checkout-Pricing-Checkout-Homepage-Log in-Checkout
465804,Annual,Pricing-Checkout-Coupon
465807,Annual,Homepage-Log in-Sign up-Checkout
465840,Monthly,Checkout
465848,Annual,Log in-Pricing-Log in-Checkout
465867,Monthly,Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Resources center-Upcoming courses-Resources center-Other-Success stories-Pricing-Sign up-Pricing-Sign up-Checkout
465874,Annual,Coupon
465998,Annual,Checkout
466030,Annual,Coupon-Checkout-Coupon
466043,Annual,Homepage-Sign up-Career tracks-Log in-Checkout
466071,Monthly,Log in-Checkout
466109,Annual,Other-Sign up-Log in-Coupon
466111,Monthly,Homepage-Sign up-Checkout
466117,Monthly,Pricing-Checkout-Pricing-Checkout-Homepage-Career tracks-Pricing-Checkout
466119,Annual,Coupon-Other-Coupon
466154,Annual,Homepage-Resources center-Other-Log in-Checkout
466168,Annual,Coupon
466193,Annual,Coupon
466212,Annual,Coupon
466215,Monthly,Homepage-Sign up-Checkout
466220,Monthly,Checkout-Coupon
466225,Annual,Sign up-Resources center-Coupon
466226,Annual,Log in-Checkout
466229,Annual,Pricing-Checkout
466232,Annual,Homepage-Log in-Checkout-Log in
466233,Annual,Coupon
466237,Annual,Homepage-Pricing-Other-Pricing-Checkout
466244,Annual,Coupon-Other-Success stories
466257,Annual,Homepage-Career track certificate-Sign up-Career track certificate-Pricing-Upcoming courses-Courses-Career tracks-Sign up-Career tracks-Courses-Sign up
466258,Annual,Other-Log in-Checkout
466266,Annual,Coupon-Checkout
466268,Annual,Coupon-Homepage-Course certificate-Courses-Coupon
466273,Annual,Pricing-Courses-Coupon
466277,Annual,Pricing-Checkout-Coupon
466282,Annual,Coupon
466309,Annual,Homepage-Course certificate-Coupon
466333,Annual,Homepage-Log in-Checkout
466348,Annual,Coupon
466373,Annual,Coupon
466381,Annual,Coupon
466385,Annual,Log in-Checkout
466388,Annual,Coupon
466391,Annual,Log in-Homepage-Log in-Checkout
466393,Annual,Coupon
466394,Annual,Homepage-Pricing-Homepage-Pricing-Coupon
466399,Monthly,Homepage-Pricing-Sign up-Homepage-Log in-Checkout
466405,Annual,Homepage-Pricing-Career tracks-Sign up-Checkout
466416,Annual,Homepage-Sign up-Checkout
466418,Annual,Coupon
466427,Annual,Homepage-Other-Pricing-Courses-Resources center-Homepage-Other-Pricing-Checkout-Coupon
466431,Annual,Homepage-Courses-Coupon
466444,Annual,Homepage-Log in-Homepage-Log in-Coupon
466453,Annual,Homepage-Courses-Career tracks-Coupon-Instructors
466454,Annual,Log in-Coupon
466456,Annual,Homepage-Courses-Career tracks-Upcoming courses-Courses-Sign up-Checkout
466464,Annual,Homepage-Career track certificate-Career tracks-Courses-Career tracks-Courses-Career tracks-Career track certificate-Career tracks-Pricing-Career track certificate-Homepage-Sign up-Coupon
466468,Annual,Homepage-Courses-Sign up-Courses-Homepage-Career track certificate-Sign up-Coupon
466492,Annual,Coupon-Pricing-Checkout-Homepage-Log in-Checkout
466496,Annual,Coupon
466499,Annual,Homepage-Career tracks-Homepage-Career tracks-Coupon
466502,Annual,Coupon
466505,Annual,Homepage-Pricing-Homepage-Career tracks-Coupon
466507,Annual,Homepage-Courses-Career tracks-Upcoming courses-Courses-Career track certificate-Resources center-Pricing-Homepage-Coupon
466508,Annual,Coupon
466514,Annual,Coupon
466515,Annual,Other-Pricing-Courses-Upcoming courses-Resources center-Instructors-Pricing-Checkout-Pricing-Checkout-Pricing-Checkout
466516,Annual,Log in-Coupon
466517,Annual,Coupon
466525,Annual,Coupon
466527,Annual,Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Coupon
466529,Annual,Coupon
466537,Annual,Homepage-Career tracks-Sign up-Career tracks-Courses-Career tracks-Courses-Career tracks-Upcoming courses-Coupon
466544,Annual,Coupon
466560,Monthly,Sign up-Log in-Checkout
466577,Monthly,Coupon-Homepage-Sign up-Checkout
466591,Quarterly,Homepage-Career track certificate-Homepage-Resources center-Courses-Career tracks-Course certificate-Career tracks-Checkout
466593,Annual,Coupon
466596,Annual,Homepage-Career tracks-Pricing-Checkout
466600,Annual,Homepage-Courses-Coupon
466603,Annual,Homepage-Log in-Homepage-Log in-Coupon
466606,Annual,Homepage-Pricing-Checkout
466614,Annual,Coupon-Checkout
466616,Annual,Homepage-Sign up-Homepage-Sign up-Checkout
466619,Annual,Homepage-Career track certificate-Coupon
466620,Annual,Homepage-Log in-Coupon
466622,Annual,Coupon
466643,Annual,Checkout-Log in-Checkout
466653,Annual,Coupon
466654,Annual,Homepage-Sign up-Other-Coupon
466669,Monthly,Log in-Checkout
466671,Annual,Homepage-Sign up-Checkout
466682,Annual,Coupon
466688,Annual,Homepage-Courses-Career tracks-Sign up-Career tracks-Pricing-Checkout-Coupon
466707,Annual,Coupon
466717,Annual,Coupon
466719,Annual,Coupon
466733,Annual,Log in-Checkout
466756,Annual,Checkout-Other-Coupon
466760,Annual,Coupon
466765,Annual,Other-Coupon
466795,Annual,Coupon
466809,Annual,Homepage-Pricing-Checkout-Pricing-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Coupon
466821,Annual,Courses-Career tracks-Pricing-Career track certificate-Course certificate-Upcoming courses-Other-Career tracks-Coupon
466828,Annual,Other-Career tracks-Courses-Homepage-Log in-Checkout
466879,Quarterly,Pricing-Checkout
466883,Annual,Coupon-Checkout
466887,Annual,Homepage-Blog-Other-Blog-Other-Coupon
466889,Annual,Career tracks-Sign up-Checkout
466893,Quarterly,Checkout
466904,Annual,Coupon
466907,Annual,Coupon
466911,Annual,Coupon-Homepage-Career track certificate-Pricing-Resources center-Career tracks-Upcoming courses-Career tracks-Courses-Coupon-Career tracks-Log in
466913,Monthly,Checkout-Homepage-Log in-Checkout
466928,Annual,Log in-Sign up-Checkout
466937,Annual,Coupon
466938,Annual,Homepage-Sign up-Coupon-Pricing-Checkout-Pricing-Checkout-Pricing-Checkout
466939,Annual,Pricing-Checkout-Coupon
466944,Monthly,Log in-Checkout
466969,Annual,Homepage-Career tracks-Courses-Career tracks-Pricing-Checkout
466992,Annual,Homepage-Courses-Other-Course certificate-Coupon
466997,Annual,Coupon
467007,Annual,Coupon
467017,Annual,Coupon
467044,Annual,Career tracks-Sign up-Career tracks-Sign up-Checkout
467061,Annual,Coupon
467064,Annual,Coupon
467093,Annual,Career tracks-Sign up-Log in-Checkout
467107,Monthly,Checkout
467133,Annual,Coupon
467148,Annual,Homepage-Courses-Homepage-Pricing-Sign up-Other-Pricing-Log in
467164,Annual,Courses-Sign up-Courses-Log in-Sign up-Log in-Checkout
467173,Annual,Coupon-Log in-Checkout
467175,Annual,Coupon
467188,Annual,Checkout-Homepage-Log in-Checkout
467205,Annual,Coupon
467210,Annual,Coupon-Homepage-Pricing-Checkout
467212,Annual,Log in-Sign up-Checkout
467213,Annual,Checkout
467238,Annual,Log in-Homepage-Log in-Checkout
467244,Annual,Homepage-Career tracks-Courses-Resources center-Coupon
467246,Monthly,Sign up-Log in-Checkout
467261,Annual,Coupon
467287,Annual,Homepage-Courses-Sign up-Courses-Career track certificate-Sign up-Checkout
467366,Annual,Courses-Career tracks-Other-Career tracks-Upcoming courses-Career track certificate-Coupon
467374,Monthly,Homepage-Pricing-Homepage-Pricing-Checkout-Homepage-Career track certificate-Career tracks-Pricing-Checkout
467382,Annual,Coupon
467385,Annual,Coupon
467397,Annual,Sign up-Checkout
467402,Annual,Homepage-Courses-Homepage-Career tracks-Sign up-Coupon
467405,Monthly,Homepage-Log in-Checkout
467411,Monthly,Checkout
467418,Annual,Checkout
467422,Annual,Checkout
467423,Annual,Checkout-Log in-Checkout
467437,Monthly,Homepage-Sign up-Log in-Checkout
467442,Monthly,Other-Homepage-Log in-Checkout
467448,Annual,Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Homepage-Coupon
467457,Annual,Checkout
467460,Annual,Coupon
467473,Annual,Log in-Checkout
467479,Monthly,Homepage-Courses-Sign up-Checkout
467499,Annual,Log in-Sign up-Log in-Courses-Sign up
467521,Annual,Homepage-Log in-Checkout
467526,Annual,Homepage-Pricing-Resources center-Course certificate-Courses-Upcoming courses-Coupon
467548,Annual,Homepage-Career track certificate-Career tracks-Sign up-Log in-Checkout
467576,Annual,Coupon-Homepage-Career track certificate-Courses-Coupon
467593,Annual,Sign up-Checkout
467603,Annual,Courses-Sign up-Checkout
467641,Annual,Other-Resources center-Homepage-Log in-Checkout
467646,Annual,Coupon
467667,Annual,Coupon
467671,Annual,Coupon
467675,Annual,Career tracks-Sign up-Log in-Checkout
467689,Annual,Courses-Pricing-Courses-Career tracks-Homepage-Pricing-Checkout-Pricing-Checkout
467691,Annual,Coupon
467695,Annual,Homepage-Pricing-Homepage-Sign up-Checkout
467723,Annual,Log in-Sign up-Checkout
467742,Annual,Homepage-Career tracks-Homepage-Career tracks-Sign up-Coupon
467756,Annual,Coupon
467758,Annual,Log in-Other-Log in-Checkout
467779,Annual,Log in-Sign up-Checkout
467787,Monthly,Log in-Checkout
467795,Annual,Homepage-Pricing-Courses-Coupon
467797,Monthly,Homepage-Courses-Pricing-Upcoming courses-Resources center-Course certificate-Courses-Sign up-Log in-Checkout
467800,Annual,Courses-Sign up-Courses-Sign up-Courses-Sign up-Checkout
467805,Annual,Homepage-Pricing-Homepage-Pricing-Resources center-Courses-Homepage-Pricing-Coupon
467816,Annual,Coupon
467823,Quarterly,Courses-Sign up-Checkout
467854,Annual,Checkout
467856,Annual,Homepage-Pricing-Checkout-Pricing-Sign up-Log in-Checkout
467872,Quarterly,Homepage-Career track certificate-Sign up-Log in-Checkout
467890,Annual,Coupon
467894,Annual,Homepage-Log in-Checkout
467899,Annual,Pricing-Checkout-Log in-Checkout
467901,Annual,Coupon-Homepage-Career tracks-Homepage-Career tracks-Homepage-Career tracks
467903,Annual,Other-Log in-Checkout
467904,Annual,Checkout-Homepage-Pricing-Checkout-Homepage-Log in-Checkout
467925,Annual,Coupon
467938,Monthly,Homepage-Sign up-Coupon-Checkout
467955,Annual,Coupon
467961,Annual,Other-Homepage-Course certificate-Sign up-Checkout
468030,Annual,Checkout
468083,Annual,Pricing-Course certificate-Upcoming courses-Coupon
468096,Annual,Coupon
468114,Annual,Homepage-Sign up-Coupon-Homepage-Log in
468126,Annual,Other-Sign up-Checkout
468130,Annual,Log in-Other-Coupon
468139,Monthly,Homepage-Log in-Homepage-Career track certificate-Sign up-Checkout
468159,Annual,Log in-Checkout
468179,Monthly,Other-Checkout
468198,Annual,Log in-Career tracks-Sign up-Career tracks-Log in-Checkout
468201,Annual,Coupon-Homepage-Pricing-Checkout-Pricing-Checkout-Pricing-Homepage-Courses-Log in-Coupon
468214,Annual,Checkout-Coupon
468216,Annual,Homepage-Pricing-Courses-Coupon
468224,Annual,Career tracks-Career track certificate-Career tracks-Courses-Career tracks-Career track certificate-Homepage-Pricing-Coupon
468228,Annual,Homepage-Courses-Career tracks-Upcoming courses-Resources center-Pricing-Homepage-Pricing-Checkout
468240,Annual,Homepage-Sign up-Checkout
468243,Annual,Homepage-Course certificate-Resources center-Courses-Homepage-Pricing-Checkout-Homepage-Pricing-Checkout
468247,Annual,Coupon
468261,Annual,Coupon
468264,Annual,Coupon
468278,Annual,Other
468298,Annual,Coupon
468319,Annual,Coupon
468346,Annual,Other-Career track certificate-Courses-Career tracks-Upcoming courses-Courses-Coupon
468397,Annual,Coupon-Other-Coupon
468402,Annual,Coupon
468407,Annual,Coupon
468413,Monthly,Sign up-Checkout
468417,Annual,Checkout-Homepage-Sign up-Log in-Coupon
468426,Annual,Homepage-Pricing-Sign up-Checkout
468450,Monthly,Other-Career track certificate-Career tracks-Sign up-Log in
468460,Annual,Homepage-Pricing-Checkout
468485,Annual,Log in-Checkout
468537,Annual,Coupon
468539,Annual,Coupon-Checkout
468547,Annual,Checkout
468549,Annual,Courses-Sign up-Log in-Sign up-Checkout
468570,Monthly,Homepage-Log in-Checkout
468582,Annual,Homepage-Pricing-Checkout
468603,Annual,Coupon
468605,Annual,Log in-Career tracks-Log in-Checkout
468634,Annual,Coupon
468670,Annual,Coupon
468682,Monthly,Log in-Sign up-Checkout
468685,Annual,Homepage-Courses-Sign up-Coupon
468702,Annual,Homepage-Career tracks-Sign up-Checkout
468709,Annual,Coupon
468710,Annual,Coupon
468715,Annual,Homepage-Courses-Career tracks-Upcoming courses-Career tracks-Coupon
468750,Annual,Homepage-Career track certificate-Homepage-Career track certificate-Course certificate-Courses-Coupon
468754,Annual,Homepage-Career tracks-Sign up-Coupon
468768,Annual,Coupon
468772,Monthly,Log in-Checkout
468777,Monthly,Checkout-Pricing-Sign up-Checkout
468833,Quarterly,Pricing-Sign up-Checkout
468839,Monthly,Log in-Checkout
468844,Annual,Homepage-Pricing-Homepage-Pricing-Career tracks-Homepage-Career tracks-Sign up-Checkout
468847,Annual,Pricing-Checkout-Pricing-Checkout-Pricing-Log in-Checkout
468859,Annual,Coupon
468869,Annual,Checkout-Coupon
468897,Annual,Other-Sign up-Checkout
468906,Annual,Homepage-Career tracks-Courses-Sign up-Homepage-Checkout
468907,Annual,Homepage-Sign up-Log in-Checkout
468910,Annual,Other-Courses-Career track certificate-Coupon
468914,Annual,Coupon-Checkout
468915,Annual,Coupon
468917,Annual,Coupon
468920,Annual,Log in-Checkout
468927,Monthly,Other-Blog-Other-Blog-Other-Blog-Other-Blog-Other-Blog-Checkout
468961,Annual,Courses-Sign up-Checkout
468970,Annual,Coupon
468973,Annual,Coupon
468978,Annual,Coupon
469008,Annual,Coupon
469021,Annual,Coupon
469024,Annual,Coupon
469060,Annual,Other-Homepage-Career track certificate-Career tracks-Pricing-Upcoming courses-Other-Courses-Sign up-Checkout
469068,Annual,Coupon-Checkout
469073,Annual,Coupon
469094,Annual,Other-Course certificate-Coupon-Homepage-Pricing-Checkout
469102,Annual,Coupon
469106,Annual,Homepage-Courses-Sign up-Courses-Career track certificate-Resources center-Other-Coupon
469121,Annual,Homepage-Pricing-Homepage-Other-Pricing-Other-Coupon
469129,Annual,Other-Career track certificate-Coupon
469132,Annual,Coupon
469140,Annual,Homepage-Pricing-Checkout-Homepage-Coupon-Other-Career track certificate-Career tracks-Courses
469146,Annual,Coupon
469153,Annual,Coupon
469162,Monthly,Log in-Checkout
469209,Monthly,Checkout-Log in-Checkout
469214,Monthly,Homepage-Sign up-Log in-Checkout
469228,Monthly,Sign up-Checkout
469313,Monthly,Courses-Career tracks-Homepage-Pricing-Checkout-Coupon
469323,Monthly,Homepage-Log in-Homepage-Log in
469356,Annual,Courses-Sign up-Courses-Pricing-Resources center-Pricing-Sign up-Coupon
469375,Annual,Coupon
469383,Monthly,Homepage-Sign up-Other-Pricing-Homepage-Log in
469398,Monthly,Checkout
469410,Annual,Homepage-Courses-Pricing-Checkout-Courses-Homepage-Courses-Sign up-Log in-Coupon
469479,Annual,Log in-Checkout-Homepage-Log in
469533,Annual,Homepage-Sign up-Homepage-Sign up-Log in-Sign up-Coupon
469709,Monthly,Courses-Sign up-Checkout
469721,Monthly,Log in-Sign up-Checkout
469785,Monthly,Log in
469859,Annual,Pricing-Career tracks-Sign up-Other-Coupon
469922,Annual,Coupon-Log in
469931,Monthly,Homepage-Log in-Sign up-Log in-Checkout
469961,Annual,Coupon-Log in-Coupon
469993,Annual,Coupon-Checkout
470028,Annual,Homepage-Pricing-Homepage-Courses-Pricing-Other-Upcoming courses-Career tracks-Log in-Homepage-Log in-Homepage-Pricing-Checkout
470102,Quarterly,Sign up-Checkout
470224,Monthly,Homepage-Courses-Pricing-Sign up-Pricing-Log in-Checkout
470262,Monthly,Courses-Sign up-Checkout
470307,Annual,Log in-Coupon
470344,Monthly,Pricing-Sign up-Checkout
470350,Quarterly,Homepage-Courses-Homepage-Log in-Courses-Log in
470366,Monthly,Homepage-Log in-Checkout
470403,Monthly,Log in-Checkout
470435,Monthly,Homepage-Career tracks-Sign up-Checkout
470437,Monthly,Homepage-Career tracks-Sign up-Checkout
470478,Monthly,Homepage-Log in-Checkout
470656,Monthly,Homepage-Log in-Checkout
470950,Annual,Homepage-Log in
470963,Annual,Homepage-Sign up-Homepage-Log in-Coupon
471001,Monthly,Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Sign up-Checkout
471019,Monthly,Homepage-Log in-Checkout
471234,Annual,Homepage-Log in-Homepage-Log in-Coupon
471328,Annual,Coupon
471413,Annual,Homepage-Log in-Checkout
471435,Annual,Homepage-Log in-Homepage-Log in-Coupon
471544,Monthly,Homepage-Sign up-Checkout
471607,Annual,Checkout-Coupon
471616,Monthly,Pricing-Sign up-Checkout
471625,Annual,Log in-Checkout-Log in
471666,Monthly,Log in-Checkout
471686,Annual,Checkout
471772,Annual,Coupon
471779,Annual,Homepage-Sign up-Checkout
471876,Annual,Other-Coupon
471896,Annual,Checkout
471936,Monthly,Courses-Sign up-Courses-Sign up-Checkout
472133,Monthly,Pricing-Log in-Checkout-Log in
472275,Monthly,Homepage-Sign up-Checkout
472292,Monthly,Homepage-Career track certificate-Courses-Homepage-Sign up-Pricing-Log in-Checkout
472312,Annual,Coupon-Log in-Coupon
472385,Monthly,Courses-Pricing-Career tracks-Sign up
472395,Monthly,Log in-Checkout
472407,Monthly,Homepage-Sign up-Checkout
472417,Monthly,Checkout
472504,Annual,Coupon-Log in-Coupon
472534,Monthly,Log in-Checkout
472536,Annual,Homepage-Log in-Checkout
472540,Monthly,Homepage-Courses-Sign up-Checkout
472587,Monthly,Checkout
472640,Annual,Homepage-Log in-Other-Log in-Checkout
472714,Monthly,Checkout
472764,Quarterly,Courses-Sign up-Courses-Log in-Checkout
472824,Monthly,Checkout-Log in-Checkout
472863,Monthly,Log in-Checkout
472904,Annual,Coupon
472929,Annual,Log in-Sign up-Coupon
473149,Monthly,Career tracks-Sign up-Checkout
473220,Monthly,Career tracks-Sign up-Log in-Checkout
473226,Annual,Homepage-Sign up-Log in
473235,Annual,Coupon
473288,Monthly,Log in-Checkout-Log in
473320,Monthly,Checkout
473362,Annual,Coupon-Checkout
473410,Annual,Log in-Checkout
473521,Annual,Checkout-Sign up
473558,Monthly,Homepage-Log in-Homepage-Log in-Coupon
473590,Annual,Courses-Sign up-Checkout
473658,Monthly,Log in-Checkout
473724,Monthly,Log in-Homepage-Log in-Checkout
473762,Annual,Other-Sign up-Log in-Coupon
473792,Annual,Homepage-Log in-Homepage-Sign up-Log in-Coupon
473826,Monthly,Checkout
473972,Monthly,Homepage-Career tracks-Sign up-Checkout
473973,Monthly,Homepage-Sign up-Log in
473999,Monthly,Sign up-Checkout
474038,Monthly,Homepage-Courses-Pricing-Resources center-Career tracks-Upcoming courses-Career tracks-Upcoming courses-Courses-Sign up-Courses-Course certificate-Career tracks-Courses-Sign up-Courses-Sign up-Checkout
474142,Annual,Log in-Other-Coupon
474143,Monthly,Homepage-Course certificate-Sign up-Homepage-Log in-Checkout
474256,Monthly,Log in-Sign up-Checkout
474346,Monthly,Homepage-Career tracks-Sign up-Homepage-Sign up-Checkout
474383,Monthly,Checkout
474403,Monthly,Sign up-Checkout
474406,Monthly,Checkout-Homepage-Log in-Checkout
474415,Annual,Other-Checkout
474515,Annual,Coupon
474521,Annual,Homepage-Pricing-Sign up-Log in-Checkout
474592,Monthly,Homepage-Career tracks-Pricing-Checkout
474730,Monthly,Checkout
474972,Monthly,Homepage-Course certificate-Career track certificate-Career tracks-Pricing-Career track certificate-Career tracks-Sign up-Checkout
474983,Annual,Courses-Resources center-Other-Pricing-Courses-Homepage-Coupon
475039,Annual,Homepage-Course certificate-Homepage-Log in-Checkout
475043,Annual,Homepage-Log in-Coupon
475078,Monthly,Checkout
475136,Annual,Homepage-Log in-Checkout
475159,Annual,Homepage-Career tracks-Sign up-Coupon
475286,Monthly,Checkout
475366,Quarterly,Checkout-Homepage-Log in-Checkout
475623,Monthly,Courses-Log in-Sign up-Checkout
475698,Monthly,Homepage-Pricing-Log in-Checkout
475701,Monthly,Career tracks-Pricing-Career tracks-Sign up-Checkout
475747,Monthly,Pricing-Checkout-Homepage-Sign up-Checkout
475774,Annual,Pricing-Checkout-Pricing-Checkout-Pricing-Coupon
475782,Annual,Homepage-Courses-Coupon
475920,Annual,Coupon
475985,Annual,Other
475991,Annual,Log in-Other-Homepage-Log in-Homepage-Log in-Checkout
476068,Annual,Sign up-Pricing-Log in-Checkout
476069,Monthly,Other-Courses-Log in-Other-Resources center-Checkout
476093,Annual,Coupon
476098,Monthly,Log in-Checkout
476110,Monthly,Checkout
476129,Annual,Coupon
476251,Annual,Other
476302,Monthly,Checkout-Course certificate-Other-Resources center-Courses-Pricing-Checkout
476566,Monthly,Homepage-Courses-Sign up-Homepage-Career tracks-Sign up-Career tracks-Sign up-Checkout
476580,Monthly,Homepage-Pricing-Courses-Pricing-Sign up-Checkout
476763,Monthly,Log in-Checkout
476848,Monthly,Resources center-Pricing-Courses-Log in-Checkout
477022,Monthly,Coupon
477323,Monthly,Homepage-Career track certificate-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Pricing-Career track certificate-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Courses-Career tracks-Resources center-Upcoming courses-Career tracks-Other-Success stories-Pricing-Career track certificate-Career tracks-Courses-Career tracks-Career track certificate-Career tracks-Courses-Career tracks-Courses-Career tracks-Pricing-Checkout-Homepage-Log in
477463,Monthly,Log in-Checkout
477604,Monthly,Checkout-Sign up-Checkout
477976,Monthly,Homepage-Courses-Homepage-Sign up-Checkout
478040,Monthly,Homepage-Log in-Checkout-Log in
478049,Quarterly,Homepage-Log in-Homepage-Log in-Checkout
478081,Monthly,Checkout
478228,Quarterly,Checkout
478251,Monthly,Courses-Sign up-Checkout
478314,Annual,Coupon
478421,Annual,Coupon
478854,Annual,Coupon
478956,Monthly,Homepage-Sign up-Checkout
479048,Annual,Log in-Checkout
479087,Annual,Other
479115,Annual,Other
479150,Monthly,Courses-Sign up-Log in-Checkout
479193,Monthly,Courses-Sign up-Checkout
479260,Annual,Checkout-Sign up-Checkout
479276,Annual,Log in-Coupon
479353,Annual,Pricing-Log in-Pricing-Log in-Checkout
479372,Monthly,Checkout
479391,Quarterly,Pricing-Checkout
479498,Annual,Coupon
479504,Annual,Checkout-Coupon
479574,Monthly,Checkout-Homepage-Log in-Checkout
479580,Annual,Coupon
479607,Annual,Coupon
479981,Monthly,Sign up-Checkout
479986,Annual,Other
480532,Annual,Coupon
480615,Monthly,Other-Checkout
480655,Annual,Sign up-Homepage-Log in
480663,Monthly,Checkout
480685,Monthly,Checkout-Homepage-Log in-Checkout
481147,Annual,Other
481415,Annual,Other
481441,Monthly,Other
481765,Annual,Other
481795,Annual,Homepage-Pricing-Sign up-Checkout
481817,Annual,Other
481898,Monthly,Other-Log in-Checkout
481937,Annual,Other
482184,Annual,Other
482290,Annual,Homepage-Pricing-Career track certificate-Sign up-Pricing-Courses-Course certificate-Courses-Career tracks-Courses-Career tracks-Pricing-Coupon
482356,Annual,Other
482517,Annual,Other
483339,Monthly,Log in-Sign up-Checkout
483547,Annual,Other
483659,Monthly,Homepage-Sign up-Other-Log in-Coupon
483925,Annual,Other-Pricing-Coupon
484742,Annual,Other
484804,Annual,Other
484842,Annual,Coupon-Courses-Sign up-Log in-Checkout
484881,Annual,Homepage-Sign up-Homepage-Pricing-Coupon
485413,Annual,Other
485840,Monthly,Homepage-Courses-Homepage-Sign up-Checkout
486037,Annual,Other
486142,Annual,Other
486414,Monthly,Courses-Sign up-Checkout
486523,Quarterly,Checkout-Log in
486604,Annual,Other-Pricing-Sign up-Pricing-Sign up-Coupon
486612,Quarterly,Other
486736,Annual,Homepage-Log in-Checkout
486754,Annual,Other
486891,Quarterly,Other
487499,Annual,Other
487565,Annual,Other
487592,Quarterly,Checkout-Log in-Checkout
487692,Annual,Other
487732,Annual,Coupon
487797,Annual,Other
488323,Annual,Checkout
488416,Monthly,Courses-Sign up-Checkout
488474,Annual,Other
488477,Annual,Homepage-Sign up-Checkout
488590,Annual,Other
489020,Annual,Other
489300,Annual,Coupon
489305,Annual,Coupon
489409,Annual,Other
489757,Monthly,Other
489879,Monthly,Homepage-Log in-Checkout-Coupon
490234,Quarterly,Other
490287,Monthly,Homepage-Pricing-Upcoming courses-Courses-Upcoming courses-Sign up-Checkout
490310,Annual,Homepage-Course certificate-Courses-Sign up-Checkout
490353,Annual,Other
490581,Monthly,Homepage-Sign up-Homepage-Career tracks-Courses-Sign up-Log in-Checkout-Coupon
490645,Monthly,Homepage-Career tracks-Courses-Career tracks-Instructors-Courses-Pricing-Homepage-Pricing-Homepage-Sign up
490646,Annual,Coupon
490648,Monthly,Other
490935,Annual,Other
491365,Annual,Other-Coupon
491597,Annual,Checkout
491618,Annual,Homepage-Pricing-Courses-Resources center-Career track certificate-Courses-Sign up-Checkout
491840,Annual,Resources center-Sign up-Checkout
492088,Annual,Other
492205,Annual,Other
492224,Monthly,Pricing-Log in-Other-Success stories-Checkout
492312,Annual,Coupon
492615,Annual,Other
493209,Monthly,Log in-Checkout
493296,Annual,Checkout
493332,Monthly,Coupon-Checkout
493343,Monthly,Homepage-Sign up-Checkout
493403,Annual,Log in-Checkout
493439,Monthly,Other
493510,Annual,Other
493723,Monthly,Homepage-Log in-Homepage-Log in-Checkout
493781,Annual,Coupon
493914,Annual,Pricing-Courses-Career track certificate-Career tracks-Courses-Sign up-Checkout
493923,Annual,Homepage-Log in-Homepage-Log in-Checkout
494199,Annual,Other
494374,Annual,Other
