user_id,subscription_type,user_journey
494682,Annual,Pricing-Sign up-Coupon
494927,Monthly,Courses-Sign up-Checkout
495071,Monthly,Pricing-Course certificate-Sign up-Course certificate-Sign up-Checkout
495307,Monthly,Homepage-Courses-Sign up-Checkout
495474,Monthly,Homepage-Log in-Checkout
495483,Monthly,Homepage-Courses-Course certificate-Courses-Pricing-Courses-Homepage-Career tracks-Sign up-Log in-Checkout
495629,Annual,Other
495825,Monthly,Coupon-Checkout
496115,Annual,Other
496165,Monthly,Homepage-Career tracks-Instructors-Pricing-Instructors-Courses-Sign up-Checkout
496423,Annual,Log in-Coupon
496453,Annual,Coupon
496848,Annual,Checkout
497046,Annual,Other
497091,Monthly,Courses-Sign up-Checkout
497190,Annual,Other
497224,Monthly,Homepage-Log in-Homepage-Log in-Checkout
497322,Monthly,Homepage-Pricing-Career tracks-Upcoming courses-Courses-Sign up-Checkout
497334,Annual,Other
497350,Monthly,Other-Sign up
497639,Annual,Other-Pricing-Checkout
497756,Annual,Homepage-Course certificate-Sign up-Log in-Checkout
497762,Annual,Other
497915,Annual,Other
498038,Annual,Other
498125,Annual,Other
498261,Quarterly,Log in-Checkout
498365,Annual,Sign up-Coupon
498498,Annual,Other
498940,Monthly,Career track certificate-Other-Success stories-Checkout
499050,Annual,Log in-Pricing-Log in-Checkout
499238,Annual,Homepage-Courses-Career tracks-Courses-Pricing-Career track certificate-Course certificate-Courses-Career tracks-Courses-Upcoming courses-Courses-Coupon
499260,Monthly,Other-Career track certificate-Career tracks-Sign up-Checkout
499330,Annual,Other
499528,Quarterly,Homepage-Career tracks-Sign up-Log in-Coupon
499589,Monthly,Log in-Sign up-Checkout
499672,Annual,Coupon
499673,Annual,Coupon
499862,Annual,Other-Sign up-Homepage-Log in-Checkout
499933,Annual,Homepage-Pricing-Checkout-Homepage-Sign up
500168,Quarterly,Homepage-Sign up-Log in-Checkout
500200,Annual,Other
500308,Monthly,Homepage-Career track certificate-Career tracks-Sign up-Log in-Checkout
500312,Monthly,Courses-Sign up-Checkout
500355,Annual,Homepage-Courses-Sign up-Homepage-Log in-Checkout
500378,Monthly,Homepage-Sign up-Homepage-Courses-Homepage-Pricing-Checkout-Pricing-Career tracks-Sign up-Checkout
500825,Annual,Checkout-Homepage-Resources center-Pricing-Courses-Coupon
501344,Monthly,Checkout
501416,Monthly,Homepage-Log in-Coupon-Checkout
501470,Annual,Other
501885,Annual,Other-Coupon
501988,Annual,Homepage-Pricing-Coupon
502006,Annual,Homepage-Coupon
502134,Monthly,Other
502254,Annual,Blog-Courses-Sign up-Homepage-Log in-Checkout
502308,Annual,Other
502376,Annual,Other
502668,Annual,Sign up-Homepage-Log in-Coupon
502735,Monthly,Homepage-Pricing-Checkout-Pricing-Checkout
502790,Annual,Log in-Coupon
502903,Annual,Other-Log in-Coupon
502912,Annual,Other-Coupon
503051,Monthly,Homepage-Log in-Homepage-Log in-Checkout
503167,Annual,Other
503546,Monthly,Other-Career track certificate-Course certificate-Resources center-Course certificate-Resources center-Pricing-Checkout-Pricing-Checkout-Pricing-Sign up-Pricing-Checkout-Pricing-Resources center-Pricing-Resources center-Course certificate-Homepage-Career track certificate-Course certificate-Sign up-Checkout
503566,Annual,Other
503767,Annual,Other
503908,Monthly,Courses-Sign up-Log in-Courses-Log in-Checkout
503971,Monthly,Other
504016,Annual,Other
504294,Annual,Homepage-Sign up-Homepage-Log in-Checkout
504553,Annual,Homepage-Log in-Checkout
504586,Monthly,Other-Courses-Upcoming courses-Course certificate-Career tracks-Sign up-Checkout
504600,Monthly,Other
504674,Annual,Coupon
504676,Monthly,Other
504774,Annual,Homepage-Log in-Pricing-Log in-Checkout
504782,Annual,Homepage-Career tracks-Courses-Other-Coupon
504791,Monthly,Other
504888,Monthly,Other
505304,Annual,Coupon
505452,Annual,Coupon
505460,Monthly,Other-Pricing-Sign up-Checkout
505724,Monthly,Homepage-Course certificate-Sign up-Course certificate-Pricing-Resources center-Other-Resources center-Other-Resources center-Success stories-Log in-Checkout
505730,Annual,Log in-Other-Log in-Coupon
505829,Annual,Homepage-Pricing-Checkout-Homepage-Log in-Homepage-Log in-Checkout
505995,Quarterly,Checkout-Homepage-Sign up-Log in-Checkout
505998,Monthly,Courses-Pricing-Checkout
506093,Quarterly,Courses-Sign up-Homepage-Sign up-Checkout
506161,Annual,Coupon-Homepage-Log in-Homepage-Log in-Checkout
506207,Annual,Coupon
506260,Monthly,Checkout
506325,Annual,Other
506360,Annual,Checkout-Other-About us-Checkout
506506,Annual,Other-Sign up-Coupon
506888,Annual,Coupon
506959,Annual,Homepage-Sign up-Checkout
506966,Annual,Other
506968,Annual,Coupon
506991,Annual,Checkout
506994,Annual,Log in-Checkout
507008,Annual,Log in-Homepage-Sign up-Coupon
507103,Annual,Homepage-Sign up-Homepage-Pricing-Career track certificate-Sign up-Log in-Sign up-Checkout
507135,Annual,Other
507142,Annual,Other-Log in-Checkout
507144,Annual,Coupon-Log in-Coupon
507205,Annual,Coupon-Homepage-Log in-Coupon
507213,Annual,Other-Pricing-Sign up-Pricing-Courses-Career tracks-Coupon-Career tracks-Log in
507236,Annual,Other-Coupon
507241,Annual,Other-Coupon-Homepage-Coupon
507254,Annual,Homepage-Courses-Career tracks-Sign up-Coupon
507294,Monthly,Career track certificate-Career tracks-Log in-Other-Log in-Checkout
507302,Annual,Homepage-Pricing-Sign up-Coupon
507315,Annual,Coupon-Log in-Checkout
507387,Annual,Other-Coupon
507395,Annual,Homepage-Log in-Homepage-Log in-Checkout
507402,Annual,Career tracks-Sign up-Checkout
507411,Annual,Homepage-Pricing-Checkout-Pricing-Career track certificate-Success stories-About us-Homepage-Coupon
507416,Annual,Coupon-Other-Checkout
507423,Annual,Other
507454,Monthly,Homepage-Pricing-Homepage-Log in-Checkout
507553,Annual,Career track certificate-Sign up-Career track certificate-Sign up-Checkout
507580,Annual,Courses-Log in-Homepage-Log in-Checkout
507605,Annual,Other-Coupon
507618,Annual,Homepage-Pricing-Resources center-Courses-Log in-Sign up-Checkout
507622,Annual,Homepage-Courses-Homepage-Career tracks-Courses-Checkout
507623,Annual,Checkout-Coupon
507646,Annual,Other-Coupon
507648,Annual,Checkout
507721,Annual,Other
507729,Annual,Checkout-Coupon-Checkout
507730,Annual,Other-Coupon
507741,Annual,Other-Coupon
507781,Annual,Other-Resources center-Log in-Checkout
507801,Annual,Coupon-Sign up-Checkout
507806,Annual,Other
507822,Annual,Other
507828,Annual,Checkout-Coupon-Checkout
507874,Annual,Coupon-Log in-Coupon
507910,Annual,Log in-Checkout-Coupon
507925,Annual,Checkout-Log in-Checkout
507951,Annual,Other
508005,Monthly,Sign up-Homepage-Log in-Checkout
508008,Annual,Homepage-Other-Course certificate-Career track certificate-Coupon
508014,Annual,Checkout
508024,Annual,Log in-Homepage-Log in-Sign up-Log in
508066,Annual,Coupon
508080,Annual,Checkout-Sign up-Log in-Checkout
508084,Monthly,Homepage-Log in-Other
508094,Annual,Other
508102,Annual,Log in-Homepage-Log in-Checkout
508114,Annual,Homepage-Sign up-Checkout
508131,Monthly,Sign up-Log in-Checkout
508174,Annual,Homepage-Career tracks-Pricing-Checkout
508175,Annual,Coupon
508189,Annual,Other
508221,Annual,Homepage-Pricing-Log in-Sign up-Other
508240,Annual,Coupon-Pricing-Checkout
508243,Annual,Coupon-Homepage-Log in-Checkout
508326,Annual,Other
508337,Annual,Coupon
508361,Annual,Log in-Checkout
508384,Monthly,Homepage-Pricing-Resources center-Courses-Sign up-Checkout
508408,Annual,Other-Resources center-Other-Success stories-Sign up-Resources center-Coupon
508429,Annual,Homepage-Pricing-Career track certificate-Career tracks-Sign up-Career tracks-Log in-Checkout
508454,Annual,Other-Homepage-Sign up-Checkout
508469,Annual,Other-Course certificate-Courses-Sign up-Coupon
508474,Annual,Other
508476,Monthly,Other
508492,Monthly,Checkout
508496,Annual,Coupon
508506,Annual,Other
508507,Annual,Career tracks-Sign up-Pricing-Checkout-Career track certificate-Sign up
508546,Annual,Coupon-Homepage-Courses-Log in
508638,Annual,Other-Coupon
508647,Annual,Homepage-Sign up-Log in-Checkout
508649,Monthly,Other
508655,Annual,Homepage-Career tracks-Courses-Career tracks-Courses-Coupon
508670,Annual,Homepage-Log in-Pricing-Checkout
508686,Annual,Other-Coupon
508704,Annual,Homepage-Courses-Coupon-Checkout
508750,Annual,Other
508752,Annual,Other-Homepage-Log in-Checkout
508770,Annual,Other-Homepage-Log in-Sign up-Checkout
508784,Annual,Checkout-Other-Homepage-Log in
508796,Annual,Other
508809,Annual,Homepage-Courses-Homepage-Courses-Homepage-Pricing-Checkout
508829,Annual,Other
508848,Annual,Coupon-Checkout
508849,Annual,Other-Coupon
508853,Annual,Coupon
508867,Annual,Homepage-Courses-Log in-Checkout
508880,Annual,Homepage-Career tracks-Upcoming courses-Career tracks-Courses-Homepage-Courses-Coupon
508887,Annual,Homepage-Pricing-Checkout-Coupon
508892,Monthly,Courses-Sign up-Checkout
508894,Annual,Coupon
508901,Annual,Other-Homepage-Pricing-Homepage-Pricing-Checkout-Pricing-Checkout
508902,Annual,Other-Coupon
508903,Annual,Other-Coupon
508905,Annual,Coupon-Homepage-Log in-Checkout
508909,Annual,Other
508917,Annual,Homepage-Log in-Checkout
508926,Annual,Coupon
508928,Annual,Pricing-Checkout-Coupon-Other
508931,Annual,Coupon
508949,Annual,Other-Homepage-Career tracks-Coupon
508956,Annual,Career tracks-Pricing-Homepage-Career tracks-Coupon
508961,Annual,Coupon
508965,Annual,Coupon
508969,Annual,Coupon
508977,Annual,Checkout-Homepage-Sign up-Log in-Checkout
508982,Annual,Coupon-Homepage-About us-Other
508985,Annual,Coupon
508990,Annual,Coupon
508994,Annual,Coupon
509000,Annual,Homepage-Pricing-Upcoming courses-Coupon
509016,Annual,Coupon
509017,Annual,Career tracks-Pricing-Other-Career tracks-Courses-Career tracks-Sign up-Checkout
509028,Annual,Other
509032,Annual,Coupon
509036,Annual,Other-Coupon
509057,Annual,Homepage-Upcoming courses-Other-Coupon
509060,Annual,Other
509061,Annual,Coupon
509085,Annual,Coupon
509095,Annual,Other
509096,Annual,Other-Coupon
